0.00000e+00	3.72600e-20	-1.81035e-22	3.70790e-20	9.00000e+01	
1.00000e+00	3.72603e-20	-1.81035e-22	3.70793e-20	9.00007e+01	
2.00000e+00	3.72606e-20	-1.81035e-22	3.70795e-20	9.00014e+01	
3.00000e+00	3.72609e-20	-1.81035e-22	3.70798e-20	9.00021e+01	
4.00000e+00	3.72612e-20	-1.81035e-22	3.70801e-20	9.00028e+01	
5.00000e+00	3.72614e-20	-1.81035e-22	3.70804e-20	9.00035e+01	
6.00000e+00	3.72617e-20	-1.81035e-22	3.70807e-20	9.00042e+01	
7.00000e+00	3.72620e-20	-1.81035e-22	3.70810e-20	9.00049e+01	
8.00000e+00	3.72623e-20	-1.81035e-22	3.70813e-20	9.00056e+01	
9.00000e+00	3.72626e-20	-1.81035e-22	3.70816e-20	9.00063e+01	
1.00000e+01	3.72629e-20	-1.81035e-22	3.70819e-20	9.00070e+01	
1.10000e+01	3.72632e-20	-1.81035e-22	3.70821e-20	9.00077e+01	
1.20000e+01	3.72635e-20	-1.81035e-22	3.70824e-20	9.00084e+01	
1.30000e+01	3.72638e-20	-1.81035e-22	3.70827e-20	9.00091e+01	
1.40000e+01	3.72641e-20	-1.81035e-22	3.70830e-20	9.00098e+01	
1.50000e+01	3.72643e-20	-1.81035e-22	3.70833e-20	9.00105e+01	
1.60000e+01	3.72646e-20	-1.81035e-22	3.70836e-20	9.00112e+01	
1.70000e+01	3.72649e-20	-1.81035e-22	3.70839e-20	9.00119e+01	
1.80000e+01	3.72652e-20	-1.81035e-22	3.70842e-20	9.00126e+01	
1.90000e+01	3.72655e-20	-1.81035e-22	3.70845e-20	9.00133e+01	
2.00000e+01	3.72658e-20	-1.81035e-22	3.70848e-20	9.00140e+01	
2.10000e+01	3.72661e-20	-1.81035e-22	3.70850e-20	9.00147e+01	
2.20000e+01	3.72664e-20	-1.81035e-22	3.70853e-20	9.00154e+01	
2.30000e+01	3.72667e-20	-1.81035e-22	3.70856e-20	9.00161e+01	
2.40000e+01	3.72669e-20	-1.81035e-22	3.70859e-20	9.00168e+01	
2.50000e+01	3.72672e-20	-1.81035e-22	3.70862e-20	9.00175e+01	
2.60000e+01	3.72675e-20	-1.81035e-22	3.70865e-20	9.00182e+01	
2.70000e+01	3.72678e-20	-1.81035e-22	3.70868e-20	9.00189e+01	
2.80000e+01	3.72681e-20	-1.81035e-22	3.70871e-20	9.00196e+01	
2.90000e+01	3.72684e-20	-1.81035e-22	3.70874e-20	9.00203e+01	
3.00000e+01	3.72687e-20	-1.81035e-22	3.70876e-20	9.00210e+01	
3.10000e+01	3.72690e-20	-1.81035e-22	3.70879e-20	9.00217e+01	
3.20000e+01	3.72693e-20	-1.81035e-22	3.70882e-20	9.00224e+01	
3.30000e+01	3.72696e-20	-1.81035e-22	3.70885e-20	9.00231e+01	
3.40000e+01	3.72698e-20	-1.81035e-22	3.70888e-20	9.00238e+01	
3.50000e+01	3.72701e-20	-1.81035e-22	3.70891e-20	9.00245e+01	
3.60000e+01	3.72704e-20	-1.81035e-22	3.70894e-20	9.00252e+01	
3.70000e+01	3.72707e-20	-1.81035e-22	3.70897e-20	9.00259e+01	
3.80000e+01	3.72710e-20	-1.81035e-22	3.70900e-20	9.00266e+01	
3.90000e+01	3.72713e-20	-1.81035e-22	3.70903e-20	9.00273e+01	
4.00000e+01	3.72716e-20	-1.81035e-22	3.70905e-20	9.00280e+01	
4.10000e+01	3.72719e-20	-1.81035e-22	3.70908e-20	9.00287e+01	
4.20000e+01	3.72722e-20	-1.81035e-22	3.70911e-20	9.00294e+01	
4.30000e+01	3.72724e-20	-1.81036e-22	3.70914e-20	9.00301e+01	
4.40000e+01	3.72727e-20	-1.81036e-22	3.70917e-20	9.00308e+01	
4.50000e+01	3.72730e-20	-1.81036e-22	3.70920e-20	9.00315e+01	
4.60000e+01	3.72733e-20	-1.81036e-22	3.70923e-20	9.00322e+01	
4.70000e+01	3.72736e-20	-1.81036e-22	3.70926e-20	9.00329e+01	
4.80000e+01	3.72739e-20	-1.81036e-22	3.70929e-20	9.00336e+01	
4.90000e+01	3.72742e-20	-1.81036e-22	3.70932e-20	9.00343e+01	
5.00000e+01	3.72745e-20	-1.81036e-22	3.70934e-20	9.00350e+01	
5.10000e+01	3.72748e-20	-1.81036e-22	3.70937e-20	9.00357e+01	
5.20000e+01	3.72751e-20	-1.81036e-22	3.70940e-20	9.00364e+01	
5.30000e+01	3.72753e-20	-1.81036e-22	3.70943e-20	9.00371e+01	
5.40000e+01	3.72756e-20	-1.81036e-22	3.70946e-20	9.00378e+01	
5.50000e+01	3.72759e-20	-1.81036e-22	3.70949e-20	9.00385e+01	
5.60000e+01	3.72762e-20	-1.81036e-22	3.70952e-20	9.00392e+01	
5.70000e+01	3.72765e-20	-1.81036e-22	3.70955e-20	9.00399e+01	
5.80000e+01	3.72768e-20	-1.81036e-22	3.70958e-20	9.00406e+01	
5.90000e+01	3.72771e-20	-1.81036e-22	3.70960e-20	9.00413e+01	
6.00000e+01	3.72774e-20	-1.81036e-22	3.70963e-20	9.00420e+01	
6.10000e+01	3.72777e-20	-1.81036e-22	3.70966e-20	9.00427e+01	
6.20000e+01	3.72780e-20	-1.81036e-22	3.70969e-20	9.00434e+01	
6.30000e+01	3.72782e-20	-1.81036e-22	3.70972e-20	9.00441e+01	
6.40000e+01	3.72785e-20	-1.81036e-22	3.70975e-20	9.00448e+01	
6.50000e+01	3.72788e-20	-1.81036e-22	3.70978e-20	9.00455e+01	
6.60000e+01	3.72791e-20	-1.81036e-22	3.70981e-20	9.00462e+01	
6.70000e+01	3.72794e-20	-1.81036e-22	3.70984e-20	9.00469e+01	
6.80000e+01	3.72797e-20	-1.81036e-22	3.70987e-20	9.00476e+01	
6.90000e+01	3.72800e-20	-1.81036e-22	3.70989e-20	9.00483e+01	
7.00000e+01	3.72803e-20	-1.81036e-22	3.70992e-20	9.00490e+01	
7.10000e+01	3.72806e-20	-1.81036e-22	3.70995e-20	9.00497e+01	
7.20000e+01	3.72808e-20	-1.81036e-22	3.70998e-20	9.00504e+01	
7.30000e+01	3.72811e-20	-1.81036e-22	3.71001e-20	9.00511e+01	
7.40000e+01	3.72814e-20	-1.81036e-22	3.71004e-20	9.00518e+01	
7.50000e+01	3.72817e-20	-1.81036e-22	3.71007e-20	9.00525e+01	
7.60000e+01	3.72820e-20	-1.81036e-22	3.71010e-20	9.00532e+01	
7.70000e+01	3.72823e-20	-1.81036e-22	3.71013e-20	9.00539e+01	
7.80000e+01	3.72826e-20	-1.81036e-22	3.71015e-20	9.00545e+01	
7.90000e+01	3.72829e-20	-1.81036e-22	3.71018e-20	9.00552e+01	
8.00000e+01	3.72832e-20	-1.81036e-22	3.71021e-20	9.00559e+01	
8.10000e+01	3.72835e-20	-1.81036e-22	3.71024e-20	9.00566e+01	
8.20000e+01	3.72837e-20	-1.81036e-22	3.71027e-20	9.00573e+01	
8.30000e+01	3.72840e-20	-1.81036e-22	3.71030e-20	9.00580e+01	
8.40000e+01	3.72843e-20	-1.81036e-22	3.71033e-20	9.00587e+01	
8.50000e+01	3.72846e-20	-1.81036e-22	3.71036e-20	9.00594e+01	
8.60000e+01	3.72849e-20	-1.81036e-22	3.71039e-20	9.00601e+01	
8.70000e+01	3.72852e-20	-1.81037e-22	3.71042e-20	9.00608e+01	
8.80000e+01	3.72855e-20	-1.81037e-22	3.71044e-20	9.00615e+01	
8.90000e+01	3.72858e-20	-1.81037e-22	3.71047e-20	9.00622e+01	
9.00000e+01	3.72861e-20	-1.81037e-22	3.71050e-20	9.00629e+01	
9.10000e+01	3.72863e-20	-1.81037e-22	3.71053e-20	9.00636e+01	
9.20000e+01	3.72866e-20	-1.81037e-22	3.71056e-20	9.00643e+01	
9.30000e+01	3.72869e-20	-1.81037e-22	3.71059e-20	9.00650e+01	
9.40000e+01	3.72872e-20	-1.81037e-22	3.71062e-20	9.00657e+01	
9.50000e+01	3.72875e-20	-1.81037e-22	3.71065e-20	9.00664e+01	
9.60000e+01	3.72878e-20	-1.81037e-22	3.71068e-20	9.00671e+01	
9.70000e+01	3.72881e-20	-1.81037e-22	3.71070e-20	9.00678e+01	
9.80000e+01	3.72884e-20	-1.81037e-22	3.71073e-20	9.00685e+01	
9.90000e+01	3.72887e-20	-1.81037e-22	3.71076e-20	9.00692e+01	
